event_id,stock_code,stock_name,market_code,relation_type,relation_strength,relation_layer,note
E20250507,302132,中航成飞,sz.302132,核心整机受益,1.0,直接,歼-10CE 事件直接映射
E20250507,300581,晨曦航空,sz.300581,无人机配套,0.85,直接,无人机链条配套
E20250507,688543,国科军工,sh.688543,导弹产业链,0.8,直接,导弹链条受益
E20251125,2792,通宇通讯,sz.002792,股权/基金直接投资,1.0,直接,通过空天基金重仓投资凌空天行
E20251125,688033,天宜上佳,sh.688033,核心供应商,0.8,直接,材料/零部件供应链
E20251125,3009,中天火箭,sz.003009,核心供应商,0.8,直接,火箭/导弹链条供应
E20251125,600037,歌华有线,sh.600037,基金间接参股,0.45,间接,间接股权关联
E20251125,600604,市北高新,sh.600604,基金间接参股,0.45,间接,间接股权关联
A_20250407_600006,600006,东风股份,sh.600006,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.97%, 换手率=2.44%"
A_20250520_600006,600006,东风股份,sh.600006,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.97%, 换手率=7.91%"
A_20250529_600006,600006,东风股份,sh.600006,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.99%, 换手率=7.86%"
A_20250711_600010,600010,包钢股份,sh.600010,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=4.45%"
A_20250724_600010,600010,包钢股份,sh.600010,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.04%, 换手率=8.58%"
A_20250730_600010,600010,包钢股份,sh.600010,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.19%, 换手率=11.53%"
A_20250825_600010,600010,包钢股份,sh.600010,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.93%, 换手率=6.76%"
A_20251013_600010,600010,包钢股份,sh.600010,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.84%, 换手率=8.16%"
A_20260225_600010,600010,包钢股份,sh.600010,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.15%, 换手率=6.62%"
A_20260227_600010,600010,包钢股份,sh.600010,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=8.72%, 换手率=12.99%"
A_20250407_600017,600017,日照港,sh.600017,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.94%, 换手率=3.03%"
A_20250409_600017,600017,日照港,sh.600017,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.90%, 换手率=4.73%"
A_20250407_600021,600021,上海电力,sh.600021,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.51%, 换手率=3.52%"
A_20250815_600021,600021,上海电力,sh.600021,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=6.23%"
A_20250818_600021,600021,上海电力,sh.600021,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.03%, 换手率=4.09%"
A_20250901_600021,600021,上海电力,sh.600021,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.99%, 换手率=3.71%"
A_20250902_600021,600021,上海电力,sh.600021,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.98%, 换手率=1.62%"
A_20250905_600021,600021,上海电力,sh.600021,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=5.58%"
A_20250908_600021,600021,上海电力,sh.600021,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=7.03%, 换手率=8.25%"
A_20250910_600021,600021,上海电力,sh.600021,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.00%, 换手率=2.97%"
A_20251009_600021,600021,上海电力,sh.600021,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.02%, 换手率=6.00%"
A_20251015_600021,600021,上海电力,sh.600021,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.99%, 换手率=6.70%"
A_20251021_600021,600021,上海电力,sh.600021,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.99%, 换手率=6.78%"
A_20251024_600021,600021,上海电力,sh.600021,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.02%, 换手率=6.21%"
A_20251029_600021,600021,上海电力,sh.600021,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=5.54%"
A_20251226_600021,600021,上海电力,sh.600021,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.02%, 换手率=6.59%"
A_20260120_600021,600021,上海电力,sh.600021,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=8.13%, 换手率=9.33%"
A_20250407_600022,600022,山东钢铁,sh.600022,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.56%, 换手率=1.16%"
A_20250407_600026,600026,中远海能,sh.600026,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.01%, 换手率=1.02%"
A_20250908_600026,600026,中远海能,sh.600026,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.02%, 换手率=5.40%"
A_20260212_600026,600026,中远海能,sh.600026,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.98%, 换手率=2.52%"
A_20260213_600026,600026,中远海能,sh.600026,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.50%, 换手率=3.00%"
A_20260224_600026,600026,中远海能,sh.600026,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.03%, 换手率=2.49%"
A_20260302_600026,600026,中远海能,sh.600026,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=6.29%"
A_20260303_600026,600026,中远海能,sh.600026,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.98%, 换手率=3.83%"
A_20260302_600028,600028,中国石化,sh.600028,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.06%, 换手率=1.15%"
A_20260303_600028,600028,中国石化,sh.600028,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.99%, 换手率=1.59%"
A_20250403_600032,600032,浙江新能,sh.600032,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.96%, 换手率=2.43%"
A_20251125_600033,600033,福建高速,sh.600033,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.97%, 换手率=4.26%"
A_20251202_600033,600033,福建高速,sh.600033,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.10%, 换手率=6.00%"
A_20250407_600037,600037,歌华有线,sh.600037,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.01%, 换手率=1.84%"
A_20250605_600037,600037,歌华有线,sh.600037,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.99%, 换手率=6.57%"
A_20250407_600051,600051,宁波联合,sh.600051,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.00%, 换手率=1.66%"
A_20250424_600051,600051,宁波联合,sh.600051,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.96%, 换手率=12.33%"
A_20250425_600051,600051,宁波联合,sh.600051,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=3.03%"
A_20250429_600051,600051,宁波联合,sh.600051,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.00%, 换手率=4.75%"
A_20250407_600052,600052,东望时代,sh.600052,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.05%, 换手率=0.94%"
A_20250912_600052,600052,东望时代,sh.600052,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.96%, 换手率=9.25%"
A_20250407_600053,600053,九鼎投资,sh.600053,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.01%, 换手率=1.26%"
A_20250414_600053,600053,九鼎投资,sh.600053,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.97%, 换手率=1.96%"
A_20250418_600053,600053,九鼎投资,sh.600053,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.99%, 换手率=3.97%"
A_20250506_600053,600053,九鼎投资,sh.600053,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.97%, 换手率=3.71%"
A_20250519_600053,600053,九鼎投资,sh.600053,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=1.47%"
A_20250520_600053,600053,九鼎投资,sh.600053,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.03%, 换手率=7.89%"
A_20250811_600053,600053,九鼎投资,sh.600053,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.03%, 换手率=8.18%"
A_20250812_600053,600053,九鼎投资,sh.600053,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=1.22%"
A_20250813_600053,600053,九鼎投资,sh.600053,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.02%, 换手率=6.44%"
A_20250814_600053,600053,九鼎投资,sh.600053,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.98%, 换手率=11.56%"
A_20251029_600053,600053,九鼎投资,sh.600053,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.98%, 换手率=3.08%"
A_20260107_600053,600053,九鼎投资,sh.600053,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=4.13%"
A_20260116_600053,600053,九鼎投资,sh.600053,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=5.25%"
A_20260203_600053,600053,九鼎投资,sh.600053,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=5.19%"
A_20260205_600053,600053,九鼎投资,sh.600053,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.00%, 换手率=2.52%"
A_20250407_600055,600055,万东医疗,sh.600055,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.01%, 换手率=2.02%"
A_20250407_600056,600056,中国医药,sh.600056,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.96%, 换手率=2.07%"
A_20250918_600056,600056,中国医药,sh.600056,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.05%, 换手率=9.40%"
A_20260202_600057,600057,厦门象屿,sh.600057,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.00%, 换手率=2.59%"
A_20250407_600058,600058,五矿发展,sh.600058,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.01%, 换手率=1.10%"
A_20250822_600058,600058,五矿发展,sh.600058,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.02%, 换手率=2.49%"
A_20251209_600058,600058,五矿发展,sh.600058,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.98%, 换手率=2.78%"
A_20251229_600058,600058,五矿发展,sh.600058,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.03%, 换手率=5.98%"
A_20260115_600058,600058,五矿发展,sh.600058,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.98%, 换手率=1.61%"
A_20260116_600058,600058,五矿发展,sh.600058,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.02%, 换手率=0.39%"
A_20260120_600058,600058,五矿发展,sh.600058,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=8.30%, 换手率=9.84%"
A_20260122_600058,600058,五矿发展,sh.600058,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.99%, 换手率=7.94%"
A_20250527_600059,600059,古越龙山,sh.600059,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=7.40%, 换手率=12.44%"
A_20250609_600059,600059,古越龙山,sh.600059,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=4.72%"
A_20260129_600059,600059,古越龙山,sh.600059,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=9.11%"
A_20250924_600060,600060,海信视像,sh.600060,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=2.99%"
A_20250407_600061,600061,国投资本,sh.600061,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.83%, 换手率=0.90%"
A_20250407_600062,600062,华润双鹤,sh.600062,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.96%, 换手率=2.68%"
A_20250320_600063,600063,皖维高新,sh.600063,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.09%, 换手率=11.64%"
A_20250407_600063,600063,皖维高新,sh.600063,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.76%, 换手率=3.51%"
A_20251113_600063,600063,皖维高新,sh.600063,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.98%, 换手率=7.58%"
A_20260206_600063,600063,皖维高新,sh.600063,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.94%, 换手率=5.27%"
A_20250407_600064,600064,南京高科,sh.600064,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.65%, 换手率=2.08%"
A_20250407_600067,600067,冠城新材,sh.600067,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.00%, 换手率=1.24%"
A_20251014_600067,600067,冠城新材,sh.600067,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.03%, 换手率=3.31%"
A_20251031_600067,600067,冠城新材,sh.600067,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.08%, 换手率=6.03%"
A_20251104_600067,600067,冠城新材,sh.600067,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.10%, 换手率=14.57%"
A_20251110_600067,600067,冠城新材,sh.600067,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.10%, 换手率=8.13%"
A_20251118_600067,600067,冠城新材,sh.600067,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.98%, 换手率=7.21%"
A_20250407_600071,600071,凤凰光学,sh.600071,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.01%, 换手率=1.36%"
A_20250911_600071,600071,凤凰光学,sh.600071,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=5.02%"
A_20250407_600072,600072,中船科技,sh.600072,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.96%, 换手率=2.84%"
A_20260204_600072,600072,中船科技,sh.600072,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.98%, 换手率=10.16%"
A_20250407_600075,600075,新疆天业,sh.600075,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.02%, 换手率=1.24%"
A_20260106_600075,600075,新疆天业,sh.600075,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.06%, 换手率=4.23%"
A_20250407_600076,600076,康欣新材,sh.600076,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.91%, 换手率=1.56%"
A_20250815_600076,600076,康欣新材,sh.600076,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.96%, 换手率=4.59%"
A_20250819_600076,600076,康欣新材,sh.600076,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=8.77%"
A_20250826_600076,600076,康欣新材,sh.600076,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=7.35%, 换手率=13.23%"
A_20251219_600076,600076,康欣新材,sh.600076,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.14%, 换手率=7.50%"
A_20260105_600076,600076,康欣新材,sh.600076,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=8.01%, 换手率=9.92%"
A_20260114_600076,600076,康欣新材,sh.600076,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.03%, 换手率=3.26%"
A_20260120_600076,600076,康欣新材,sh.600076,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.02%, 换手率=7.31%"
A_20260121_600076,600076,康欣新材,sh.600076,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.75%, 换手率=16.77%"
A_20260122_600076,600076,康欣新材,sh.600076,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.86%, 换手率=11.28%"
A_20260123_600076,600076,康欣新材,sh.600076,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.90%, 换手率=6.89%"
A_20250407_600078,600078,澄星股份,sh.600078,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.04%, 换手率=1.62%"
A_20251009_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.04%, 换手率=3.67%"
A_20251010_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.07%, 换手率=3.00%"
A_20251013_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=5.00%"
A_20251014_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.98%, 换手率=1.11%"
A_20251015_600078,600078,澄星股份,sh.600078,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.68%, 换手率=20.97%"
A_20251017_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.97%, 换手率=23.80%"
A_20251028_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.06%, 换手率=7.79%"
A_20251105_600078,600078,澄星股份,sh.600078,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=7.41%, 换手率=16.91%"
A_20251106_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.04%, 换手率=13.49%"
A_20251107_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.05%, 换手率=3.90%"
A_20251110_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.97%, 换手率=14.53%"
A_20251112_600078,600078,澄星股份,sh.600078,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.00%, 换手率=12.18%"
A_20251117_600078,600078,澄星股份,sh.600078,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=7.55%, 换手率=15.12%"
A_20251121_600078,600078,澄星股份,sh.600078,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.01%, 换手率=12.31%"
A_20260106_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=6.50%"
A_20260123_600078,600078,澄星股份,sh.600078,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=8.07%, 换手率=15.56%"
A_20260126_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=8.65%"
A_20260224_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.97%, 换手率=2.26%"
A_20260225_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.97%, 换手率=3.16%"
A_20260226_600078,600078,澄星股份,sh.600078,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.03%, 换手率=6.71%"
A_20250903_600079,600079,ST人福,sh.600079,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.99%, 换手率=9.23%"
A_20250407_600080,600080,金花股份,sh.600080,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.97%, 换手率=2.70%"
A_20251120_600080,600080,金花股份,sh.600080,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=7.15%, 换手率=15.47%"
A_20250326_600081,600081,东风科技,sh.600081,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=2.75%"
A_20250331_600081,600081,东风科技,sh.600081,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=10.26%"
A_20250407_600081,600081,东风科技,sh.600081,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.00%, 换手率=1.01%"
A_20250529_600081,600081,东风科技,sh.600081,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=8.68%"
A_20250530_600081,600081,东风科技,sh.600081,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.94%, 换手率=7.98%"
A_20250407_600082,600082,海泰发展,sh.600082,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.83%, 换手率=1.60%"
A_20250519_600082,600082,海泰发展,sh.600082,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.91%, 换手率=6.17%"
A_20250606_600082,600082,海泰发展,sh.600082,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.95%, 换手率=1.48%"
A_20250707_600082,600082,海泰发展,sh.600082,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=7.18%, 换手率=11.83%"
A_20251110_600082,600082,海泰发展,sh.600082,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.02%, 换手率=9.05%"
A_20251208_600082,600082,海泰发展,sh.600082,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.06%, 换手率=1.19%"
A_20260302_600082,600082,海泰发展,sh.600082,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.02%, 换手率=0.50%"
A_20260303_600082,600082,海泰发展,sh.600082,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.87%, 换手率=12.48%"
A_20250407_600084,600084,中信尼雅,sh.600084,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.05%, 换手率=0.63%"
A_20260129_600084,600084,中信尼雅,sh.600084,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.97%, 换手率=1.19%"
A_20260130_600084,600084,中信尼雅,sh.600084,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.97%, 换手率=1.78%"
A_20260205_600084,600084,中信尼雅,sh.600084,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.97%, 换手率=3.22%"
A_20250407_600088,600088,中视传媒,sh.600088,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.01%, 换手率=1.41%"
A_20260210_600088,600088,中视传媒,sh.600088,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=7.10%"
A_20250722_600089,600089,特变电工,sh.600089,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.98%, 换手率=7.20%"
A_20250917_600089,600089,特变电工,sh.600089,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=7.28%"
A_20251009_600089,600089,特变电工,sh.600089,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=4.55%"
A_20251029_600089,600089,特变电工,sh.600089,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=8.91%, 换手率=8.83%"
A_20251103_600089,600089,特变电工,sh.600089,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=8.24%"
A_20251105_600089,600089,特变电工,sh.600089,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.99%, 换手率=8.86%"
A_20260113_600089,600089,特变电工,sh.600089,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=9.11%"
A_20260119_600089,600089,特变电工,sh.600089,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.99%, 换手率=14.71%"
A_20250407_600094,600094,大名城,sh.600094,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.00%, 换手率=1.38%"
A_20250408_600094,600094,大名城,sh.600094,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.07%, 换手率=2.51%"
A_20250409_600094,600094,大名城,sh.600094,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.09%, 换手率=3.86%"
A_20251111_600094,600094,大名城,sh.600094,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.08%, 换手率=6.48%"
A_20251114_600094,600094,大名城,sh.600094,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.55%, 换手率=6.61%"
A_20260112_600094,600094,大名城,sh.600094,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.07%, 换手率=3.29%"
A_20250331_600095,600095,湘财股份,sh.600095,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=0.47%"
A_20250402_600095,600095,湘财股份,sh.600095,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=7.71%, 换手率=8.90%"
A_20250407_600095,600095,湘财股份,sh.600095,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=7.87%, 换手率=10.85%"
A_20250624_600095,600095,湘财股份,sh.600095,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.05%, 换手率=7.77%"
A_20250625_600095,600095,湘财股份,sh.600095,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=8.87%"
A_20250708_600095,600095,湘财股份,sh.600095,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=7.62%, 换手率=8.08%"
A_20250825_600095,600095,湘财股份,sh.600095,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=7.76%, 换手率=8.71%"
A_20250924_600095,600095,湘财股份,sh.600095,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.04%, 换手率=7.64%"
A_20251106_600096,600096,云天化,sh.600096,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=5.85%"
A_20260224_600096,600096,云天化,sh.600096,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=4.55%"
A_20260225_600096,600096,云天化,sh.600096,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=9.53%"
A_20250320_600097,600097,开创国际,sh.600097,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=4.55%"
A_20250321_600097,600097,开创国际,sh.600097,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.04%, 换手率=2.67%"
A_20250325_600097,600097,开创国际,sh.600097,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.97%, 换手率=14.40%"
A_20250407_600097,600097,开创国际,sh.600097,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.97%, 换手率=5.05%"
A_20250702_600097,600097,开创国际,sh.600097,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=9.27%"
A_20251117_600097,600097,开创国际,sh.600097,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.02%, 换手率=9.61%"
A_20251119_600097,600097,开创国际,sh.600097,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=15.51%"
A_20251124_600097,600097,开创国际,sh.600097,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.01%, 换手率=9.96%"
A_20250407_600099,600099,林海股份,sh.600099,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.99%, 换手率=2.01%"
A_20250407_600100,600100,同方股份,sh.600100,跌停异动,1.0,直接,"规则抽取：涨跌幅=-10.01%, 换手率=1.78%"
A_20251030_600100,600100,同方股份,sh.600100,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.95%, 换手率=4.29%"
A_20250319_600101,600101,明星电力,sh.600101,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=7.50%, 换手率=21.28%"
A_20250325_600101,600101,明星电力,sh.600101,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=8.34%, 换手率=23.74%"
A_20250401_600101,600101,明星电力,sh.600101,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.99%, 换手率=21.92%"
A_20250408_600101,600101,明星电力,sh.600101,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=7.06%, 换手率=33.94%"
A_20250425_600101,600101,明星电力,sh.600101,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.99%, 换手率=28.10%"
A_20250707_600101,600101,明星电力,sh.600101,放量上涨异动,1.0,直接,"规则抽取：涨跌幅=8.54%, 换手率=23.36%"
A_20250407_600103,600103,青山纸业,sh.600103,跌停异动,1.0,直接,"规则抽取：涨跌幅=-9.87%, 换手率=2.63%"
A_20250902_600103,600103,青山纸业,sh.600103,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.96%, 换手率=18.46%"
A_20250905_600103,600103,青山纸业,sh.600103,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.04%, 换手率=5.10%"
A_20250909_600103,600103,青山纸业,sh.600103,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.18%, 换手率=17.30%"
A_20250910_600103,600103,青山纸业,sh.600103,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.87%, 换手率=18.30%"
A_20250911_600103,600103,青山纸业,sh.600103,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.14%, 换手率=11.50%"
A_20250912_600103,600103,青山纸业,sh.600103,涨停异动,1.0,直接,"规则抽取：涨跌幅=10.00%, 换手率=9.02%"
A_20250915_600103,600103,青山纸业,sh.600103,涨停异动,1.0,直接,"规则抽取：涨跌幅=9.81%, 换手率=38.37%"
